,BGGId,Name,Description,NumUserRatings,ImagePath,NumOwned,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Rank:boardgame
1084,168917,Smash Up: Pretty Pretty Smash Up,think pirate time traveler vampire bear smash basis ready teach lesson mdash nice way possiblepretty pretty smash bring sweet faction vicious fight victory kitty cat use incredible cuteness control enemy minion princess ply royalty beauty love way fairy fickle trick option like herd mythic horse work dominance ready mdash opponent know hit thempretty pretty smash play twoplayer game combine smash title allow player compete timeintegrate     smash,3322,https://cf.geekdo-images.com/qbBlobucRIEbX_PjsrHxKQ__original/img/9zyS6xIQVjEYb1kM6ASKyKkU3Uk=/0x0/filters:format(jpeg)/pic2302759.jpg,11155,2015,2.1429,7.26489,2,2,45,14,857
1085,169124,Flick 'em Up!,city west safe place discflicking game flick em outlaw rob bank free prisoner attack innocent bystander sheriff try protect people city banditsrelive great adventure west face enemy street duel use different gun tactic want follow scenario create ownmdashthe choice cowboy,8152,https://cf.geekdo-images.com/uTrqB91Kzvqtb4Ophk1BPw__original/img/8A3BjcqOLKDl_f3yuT6Gfb392js=/0x0/filters:format(jpeg)/pic5095159.jpg,14991,2015,1.3316,6.91815,2,10,45,7,822
1086,169255,A Game of Thrones: The Card Game (Second Edition),game throne card game war faction westero await command invite engage lifeordeath struggle game select devious plot challenge opponent field battle alley intrigue political arena play single opponent game know joust engage battle player call melee win challenge opponent way victoryyour ultimate goal game throne card game gain influence great seat power westeros iron throne achieve goal iconic character tywin lannister robb stark stannis baratheon daenery targaryen euron crow eye red viper dozen maneuver member house ally constant battle gain power player claim power winsin game player deck draw deck plot deck draw deck contain tactical element struggle include character location attachment event struggle claim iron throne command character song ice fire march forth icy wall winterfell muster army casterly rock equip character storied weapon valyrian steel blade ice widow wail draw deck hold powerful character location attachment event deck randomly shuffle player draw hand deckat start round player simultaneously choose reveal plot card individual sevencard plot deck plot round determine gold spend card player start initiative powerful challenge plot bear reserve value determine card hand past end round plot offer powerful effect trigger plot reveal persist shape entire game round scorch earth deadly wildfire assault player support faith sevena game throne card game second edition differ edition game element cut element revise update element add influence holdover game origin ccg unnecessary crest offer distinguish trait game difficult new player learn exist keyword prune new keyword add showcase interesting essential interactionsthe timing rule mdash detail moribund passive effect trigger savecancel responses mdash replace straightforward timing system take advantage interrupt reaction force trigger successfully employ ffgs newer lcgsthe second edition include new faction house edition new deckbuilde rule empower player option combine faction alongside means build focused specialized plot deck,4427,https://cf.geekdo-images.com/2gP4Uti9RPquZVlweeapLw__original/img/BBz4zQ1fTrQtAs_lr39MF6ia-Og=/0x0/filters:format(jpeg)/pic2783386.jpg,8374,2015,3.5333,7.55302,2,4,120,14,515
1087,169426,Roll Player,mighty hero donrsquot appear thin air   create race class alignment skill trait equipment element perfect hero ready opposition quest glory richesin roll player compete create great fantasy adventurer live prepare character embark epic quest roll draft dice build characterrsquo attribute purchase weapon armor outfit hero train gain skill discover herorsquos trait prepare journey earn reputation star construct perfect character player great reputation win game surely triumph nefarious plot lie ahead,15369,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__original/img/iiKhufERu8v8JpErc5kUoO8WiNw=/0x0/filters:format(jpeg)/pic2556921.jpg,23262,2016,2.413,7.51086,1,4,90,10,203
1088,169654,Deep Sea Adventure,group poor explorer hope rich quickly head recover treasure undersea ruin rival budget force share single rent submarine rent submarine share single tank air nt sub run air ll drop treasure time bring home great richesgame objectivethe game take place   round player gain point   round winner order gain point bring ruin chip submarine return submarine round progress return return submarine bring ruin chipsturn progressionon turn player conduct step   list player turn go clockwise board round end player return submarine air run beginning someone turn declare turn reduce air roll dice advance game piece search stop move select ac           b pick ruin chip      c place ruin chip,12051,https://cf.geekdo-images.com/owyKXaa5SPB2HG9F_MueNQ__original/img/gOmpUB3hM7Ap9o-kDsV8ZVBVYXA=/0x0/filters:format(png)/pic3169827.png,19170,2014,1.1678,6.96786,2,6,30,8,673
1089,170042,Raiders of the North Sea,raider north sea set central year vike age vike warrior player seek impress chieftain raid unsuspecting settlement player need assemble crew collect provision journey north plunder gold iron livestock glory find battle hand valkyrie gather warrior raid seasonto impress chieftain need victory point vps acquire primarily raid settlement take plunder make offering chieftain use plunder vital success player turn clockwise order turn place worker resolve action pick different worker resolve action broadly speak action fall category      work have good crew provision vital successful raid make raid player need work prepare crew collect supply village game board building offer action place worker available building worker present pick different worker different building      raid player hire crew collect provision choose raid turn raid settlement mdash harbor outpost monastery fortress mdash need meet requirement have large crew have provision gold monastery fortress have worker right color raid offer way scoring military strength plunder valkyrie grey white worker enter gamethe game end fortress raid remain valkyrie remove offering player tally score,18031,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__original/img/f5wjooKB2dGPBlBzws5cDsuuJ-k=/0x0/filters:format(jpeg)/pic3578101.jpg,23610,2015,2.5295,7.77088,2,4,80,12,92
1090,170216,Blood Rage,quotlife battle battle glory glory allquotin blood rage player control vike clanrsquo warrior leader ship ragnaroumlk come itrsquos end world itrsquos vikingsrsquo chance blaze glory secure place valhalla odinrsquos vike pathway glory invade pillage land reward crush opponent epic battle fulfill quest increase clan stat die gloriously battle ragnaroumlk ultimate inescapable doommost player strategy guide card draft beginning game round age ldquogodsrsquo giftsrdquo grant numerous boon clan include increase vike strength devious battle strategy upgrade clan aid legendary creature norse mythology include quest dominate specific province have lot viking send valhalla card align norse god hint kind strategy support example thor give glory victory battle heimdall grant foresight surprise tyr strengthen battle trickster loki actually reward lose battle punish winnerplayer choose strategy carefully draft phase ready adapt react opponentsrsquo strategy action phase unfold battle decide strength figure involve card play secret observe opponentrsquos action allegiance specific god predict card likely play plan accordingly win battle good course action right card reward crush lose strategy blood rage shy away battle glorious death,37118,https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__original/img/Myy6IPDJDzLoPdXrPXVZcddBQoQ=/0x0/filters:format(jpeg)/pic2439223.jpg,44716,2015,2.8778,7.99408,2,4,90,14,33
1091,170416,Vast: The Crystal Caverns,dragon asleep long year time cave slumber change greatlyhellipgoblin strange monster fill gloomy depth whisper cave begin thinking shift grow evermore dangerousstill story peril rarely overshadow rumor rich rich behellip dragon slumber lie fiercely guard treasure fortunately slumber beast malevolent crystal fill caversquo room spectral light hide entrance immeasurable treasure trove give life search year rumor fade legendbut courageous adventurer discourage bloodshed day knight step darkness gloved hand grip hilt sword year questsall victory defeatshave lead final adventure know kingdom truly peace dragon beneath cave come final stand little know awake slumber shadowshellip begin final battle darknessenter world vast crystal cavernsvast take friend torch light classic cavecrawling adventure build concept total asymmetry go day merry band traveler fight evil vast new legend wishplay classic daring knight chaotic goblin horde colossal greedy dragon cave mdash powerful brooding intent crush live thing dare disturb gloomy depth role power piece path victoryand winnera ultimate asymmetric board game vast crystal cavern provide limitless adventure playable friend explore different role different combination play oneonone race death knight goblin add dragon cave deep epic experience different time,6142,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__original/img/y-f2dDCvwurzjcgFPbkj00CbXN8=/0x0/filters:format(jpeg)/pic2962290.jpg,12132,2016,3.6114,7.1561,1,5,75,10,679
1092,170561,Valeria: Card Kingdoms,land valeria siege horde monster fellow duke recruit citizen buy domain build kingdom slay foul creature lurk surround landsvaleria card kingdom tableaubuilde game   player feel familiar deckbuilde fan card buy work turn player turn turn roll dice activate citizen card result individual die sum dice player simultaneously activate citizen card base roll action follow slay monster recruit citizen buy domain   resource player victory point end win game,4476,https://cf.geekdo-images.com/2XJpNx6Bl_74WlKJDuGwKw__original/img/qiVLBe6NcA5-Q0Mox2RcusVaVdc=/0x0/filters:format(jpeg)/pic2919073.jpg,7160,2016,1.9914,7.45017,1,5,45,13,530
1093,170624,Crusaders: Thy Will Be Done,knight erect building crusade spread influence order order strong king philip nervous disband templar order end gamecrusader thy use combination rondel mancala mechanism player rondel upgrade course game control action choice game faction give special power control rondel building erect help form strategy,2992,https://cf.geekdo-images.com/FDJNeXF3PLJDhRHPYXO4GQ__original/img/HS0xb3e1s_GncdYp3AOjGPu-DAo=/0x0/filters:format(png)/pic3187849.png,4697,2018,2.4364,7.54361,2,4,60,14,599
1094,170771,Sword & Sorcery,description publishersword amp sorcery epicfantasy cooperative board game   player fight force evil control game system itselfeach player control hero ndash legendary character bring life powerful sorcery weaken resurrection grow strong storydriven quest acquire soul point battle hero soul regenerate restore legendary status multiple power magic soul weapon powerful artifactsdesigne gremlin project team create galaxy defender   game system sword amp sorcery represent perfect evolution forerunner gameplay fast dynamic thank innovative area movement area control system new feature see game categorykey feature galaxy defender preserve sword amp sorcery advanced ai system monster high degree character customization multiple tactical option battles sword amp sorcery pack topquality board game format excitement good mmorpgs action rpgs provide ultimate heroic fantasy board game adventurethis base game contain act iii,4050,https://cf.geekdo-images.com/FNVnu-vB8WjyQTf63Ssvig__original/img/3zH2RQ0XlYefsMEa1Om1bnjNFS4=/0x0/filters:format(jpeg)/pic2673763.jpg,8606,2017,4.0427,7.99833,1,5,90,12,333
1095,171011,Favor of the Pharaoh,ancient egypt lowly peasant seek audience pharaoh favor pharaoh ndash player vie pharaohs favor work way egyptian society gathering influence represent dice power gain entry level society player gain queen influence final contest occur pharaohs favorfavor pharaoh task player build dicerolling enginemdashnot mention add manipulate dicemdashin preparation final rolloff player gain pharaohs favor win gamefavor pharaoh include tile standard custom dice dozen bonus token level bar lock pyramid combination level bar tile game set,2736,https://cf.geekdo-images.com/coLyFKqzvTR883sVXD2-oQ__original/img/PjI7ofDabemcMtaZK5T818_XA7c=/0x0/filters:format(jpeg)/pic2408447.jpg,3852,2015,2.0,6.79283,2,4,45,13,1499
1096,171131,Captain Sonar,ocean hear screamin captain sonar teammate control stateoftheart submarine try locate enemy submarine order blow water role important confrontation merciless organize communicate captain crew chief mate radio operator engineerall member team sit table particular role submarine division labor role dependent number player game player captain responsible move submarine announce detail movement player man sonar order listen oppose captain order try decipher sub water player work munition room prepare torpedo mine device allow combatcaptain sonar play mode turnbyturn simultaneous setup member team action simultaneously try track opponent captain ready launch attack action pause moment hit record mdash play resume target have snuck away attacker pause bit metal scatter ocean floormultiple map include vary level difficulty,17228,https://cf.geekdo-images.com/eVy9IyAVtzzKv2VvPHFPbA__original/img/vSfK0lGYI45DIcyrOkTPYzI412M=/0x0/filters:format(png)/pic3013621.png,23838,2016,2.1639,7.55487,2,8,60,14,169
1097,171233,The Big Book of Madness,far year elementary college slightly disappointing teach light flicker flame tip finger ve spend time read book learn powerful spell future great wizard like shouldso hear big book madness hide great school library nt help sneak peek intriguing tome spite professor warning slowly lift cover terrible book dozen dreadful creature rush threaten destroy world mistake fix learn library fight monster try sink insanitythe big book madness challenge cooperative game player magic student act team turn page book shut defeat terrible monster ve freedeach player element deck build game use purpose learn cast spell add new element deck destroy heal curse spell allow support playmate improve deck draw card etc mdash monster book fight come terrible curse trigger turn dispel time discard element add madness card deck lose spellsif manage turn page defeat monster win game,6012,https://cf.geekdo-images.com/-LL30JqMelQiFx51xjzIVg__original/img/xxc0HZxHgBnPPe5GNJ3kQ1Xyd4Q=/0x0/filters:format(jpeg)/pic2750172.jpg,10423,2015,2.6918,6.94518,2,5,90,12,904
1098,171273,FUSE,intruder way ship goal total destruction bomb detect onboard countdown begin elite bomb defusal team bdt call neutralize threat team take work intricacy bomb defuse timefuse realtime cooperative game employ   dice   card game set tenminute timer player work minute defuse bomb bomb represent card need certain combination dice order defuse player draw number dice equal number player bag roll player decide dice player oneit simple task maximize potential dice player problem minute bomb ship nt time think option barely time yell grandma reach red die need game selfdestruct minute,7541,https://cf.geekdo-images.com/e0gGDOnCd80fv_bp_P1Rnw__original/img/t66yGw5BzcunTEsLgfnSnfcB__o=/0x0/filters:format(jpeg)/pic2884287.jpg,11346,2015,1.669,7.03886,1,5,10,10,691
1099,171499,Cacao,cacao tileplacement game immerse player exotic world quotfruit godsquot chief tribe lead people prosperity cultivation trade cacao mdash ll need work good way possiblein game player individual deck square worker tile number worker tile vary tile tile play area start couple jungle tile play cacao field small market jungle tile lay face remain jungle tile stack draw pileon player turn place worker tile board adjacent jungle tile play worker tile space add jungle tile playing area space worker busy deliver result effort place worker cacao field receive cacao marker worker market choose sell cacao marker worker list price receive water temple stand look good end game refill hand personal deck worker tilesonce player worker tile game end player score lose point base water supply temple reward whichever player send worker end collect gold win,9079,https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__original/img/F_WrTBak8Ct7WtS-S-5cEWxSUBQ=/0x0/filters:format(jpeg)/pic2379288.jpg,11351,2015,1.816,7.09691,2,4,45,8,587
1100,171623,The Voyages of Marco Polo,  yearold marco polo start journey china father old brother long grueling journey lead jerusalem mesopotamia quotsilk roadquot reach court kublai khan voyage marco polo player recreate journey player have different character history special power game game play round round player roll personal dice perform action turn action require use dice collect resource money acquire contract travel board travel player begin venice decide route eastward way beijing player stop city place trading post give access extra action resource rest game high value dice action well option choose money player pay opponent choose actionafter round game end player receive extra victory point have trading post beijing fulfil order have trading post city secret city card player get start gamethis game confuse marco polo expedition german title,21664,https://cf.geekdo-images.com/n1G7_aWToLAAB7Mqt8iwyA__original/img/VQddnfi_QO0r4GmUU3M8_-nuO3Q=/0x0/filters:format(png)/pic2461346.png,23914,2015,3.1825,7.84242,2,4,100,12,71
1101,171668,The Grizzled,grizzle cooperative game survival trench world war player win lose togethereach round current team leader choose card player draw go table player play card hand mission card represent threat team mortar shell weather condition negative personality trait frightened obsessive end round card add draw deck game end player deplete draw deck hand let time run outif threat show time team fail mission team play threat correctly order gain progress information player hand remain secret gameplanning teamwork little luck tool ll need win cooperative game player,12955,https://cf.geekdo-images.com/5JuQCtSAeSZpAL3WgWdwow__original/img/hn5gRpKVlmB3Ds9gIxD7k2SrVt4=/0x0/filters:format(png)/pic3719610.png,21001,2015,1.9436,7.1786,2,5,30,14,447
1102,171669,Discoveries: The Journals of Lewis & Clark,lewis clark expedition commission   end   party man go north american continent return year leader meriwether lewis william clark sergeant gass sergeant ordway write page page trip describe new plant animal specie discover draw map unknown areasin discovery play expedition member lewis clark gass ordway goal compile knowledge possible journal way advance science thank discoveriesthe tribediscoverie card gain game score discovery point end card perform exploration action use dice turn     play dice action area game board prepare perform exploration change dice new possible action     dice game board opponent action area,4583,https://cf.geekdo-images.com/3OjspN1BMrUEL1YN-Q8UKQ__original/img/TDdGcOgqmW-ZhEu6ja98GwEkJgI=/0x0/filters:format(jpeg)/pic2571301.jpg,6748,2015,2.3564,7.06514,2,4,60,14,835
1103,171879,Kraftwagen,germany   bertha benz wife auto pioneer carl benz undertake crosscountry drive automobile make trek mannheim pforzheim car run fuel wiesloch mrs benz stop city drugstore obtain appropriate chemical fuel effectively create worldacute gas stationby year   germany possess dense road network combustion engine triumph electric steam engine car produce assembly line manufacturer begin produce affordable vehicle broad populationinnbspkraftwagen player advance state automobile development production play startup company research new technology build improved chassis engine early grand prix race provide young company prestige money player maintain key balance fulfil demand preference buyer low possible pricekraftwagen v editionnbspincludes new set tile feature technology available time v engine,2303,https://cf.geekdo-images.com/kd_ysabx0f3Uk4wN0-NP7g__original/img/eYJvcfZoK1CSptU-b2s9XRGJjrg=/0x0/filters:format(jpeg)/pic3009417.jpg,3734,2015,2.8468,7.26058,2,4,75,10,1032
1104,171908,El Grande Big Box,el grande player role grande medieval spain king power flag powerful lord vie control region end draft caballero knights form meeple court subsequently board help seize control region round region score ninth round player point winnerin round select   power card determine turn order number caballero province general supply court personal supplya turn consist select action card allow variation rule additional scoring opportunity addition determine caballero court region board castillomdasha secretive tower normally place caballero region adjacent contain king pawn hard fast rule el grande king region action card available round allow king new region action card vary round roundthe goal majority caballero region castillo possible scoring round follow scoring castillo place meeple stash region secretly indicate region dial region score individually accord table print region twopoint bonus award have sole majority region contain grande large meeple region contain kingel grande big box th anniversary edition el grande include previously publish expansion grand inquisitor amp colony grandissimo king amp intrigant king amp intrigant players edition king amp intrigant special card currently know quotanniversary extensionquot,2745,https://cf.geekdo-images.com/dTREkApZZA0e46TYFmVgIA__original/img/QWCi5b5HBizPfVYrIHo_IU8wKT8=/0x0/filters:format(jpeg)/pic2748424.jpg,6558,2015,2.7895,8.2402,2,5,90,12,21926
1105,172047,The Others,description publisherin world stand brink apocalypse fanatic hell club summon   deadly sin lay waste reality slowly creep life corrupt society city haven key invasion fight thank action paranormal organization know faith federal authority interdiction transdimensional horror session play player control force single sin player control team   faith hero hero cooperate survive sin attack accomplish mission set sin attempt thwart hero way preferably destroy themthe hero divide different class specialize different aspect game leader good help member team bruiser excellent melee fighter sniper expert gun monster distance fixer resourcefulness knowledge occult necessary resolve supernatural crisis spread city hero stat unique ability set apart know bring right reinforcement key faithrsquos victorycorruption main mechanic game way sin consume hero way hero accomplish amazing feat wouldnrsquot capable normally take corruption grant hero powerful bonus long take corruption fully corrupt darkest secret come haunt tear team flesh simply succumb sinful influencesthe sin player hand access different monster sin include abomination controller terrifying avatar sin monster attempt destroy hero simply hinder progress mission sin provide sin player different deck sin card play different time surprise player different effect tie strategy sin yes sin taint game overarch mechanic effect example pride punish prideful hero venture street sloth punish hero try quickly board hero need learn deal different influence sin stand missionthe sin aid acolyte session different type lowly corrupt servant darkness fight stand way hero round special ability reflect previous life example corrupted hobo equipment hero corrupt nun corrupt city district corrupt doctor hero healingthere   different story player embark session bring different special rule different dynamic unique system branch mission hero need accomplish order victorious terror story straightforward focus action combat corruption story revolve corruption spread city hero redemption story rely save city innocent remain story play different map setup make dynamic session uniquethe board tile depict different city district different configuration street city haven belong humanity itrsquos sin attempt hero use different benefit district offer example hospital heal wound museum rid corruption ravencorp tower new equipment police station orbital strike district available map location greatly change dynamic gameas game progress depend badly hero fare storyline plot twist development apocalypse track advance make sin gradually strong terrifying apocalypse card tie type story play terror corruption redemption introduce new twist challenge game bring member hell club themselvesheroe die noble sacrifice tear apart claw tentacle consume corruption well soul question faith team manage fulfill final mission time sin reign supreme humanity,3541,https://cf.geekdo-images.com/5VrDj4hKFp-jqyl8Fpwjjw__original/img/bLc9FSgvlDLpvSRuXut_6uQGE08=/0x0/filters:format(jpeg)/pic2642988.jpg,7635,2016,3.0291,7.36895,2,5,90,14,796
1106,172081,Burgle Bros.,burgle bro cooperative game shy player player unique member crew try pull robbery highly secure building mdash getting catch building floor x tile safe crack player start floor escape helicopter wait roofplayer stealth token tile guard lose player catch stealth token game player open safe escape stair roof win,9070,https://cf.geekdo-images.com/cPZZhbehOr-cXE1HRa6T3w__original/img/GAmiCfqQ1UdkVxYw4LAkryGW4dY=/0x0/filters:format(png)/pic2439102.png,14766,2015,2.3169,7.51402,1,4,90,12,266
1107,172225,Exploding Kittens,explode kitten kittypowered version russian roulette player turn draw card draw explode kitten lose game deck card let avoid explode peek card draw force opponent draw multiple card shuffle deckthe game get intense card draw few card leave deck mean great chance draw kitten explode fiery ball feline hyperbole,24372,https://cf.geekdo-images.com/N8bL53-pRU7zaXDTrEaYrw__original/img/0ciN1VZYifUd0qIDO0e8cGXmiss=/0x0/filters:format(png)/pic2691976.png,50151,2015,1.078,6.04142,2,5,15,7,3391
1108,172242,Exploding Kittens: NSFW Deck,originally expansion explode kitten successful kickstar project contain card horrific andor incredible include kid safe version stretch goal turn stand game combine standard explode kitten deck combine deck   player   implode kitten,8346,https://cf.geekdo-images.com/q1fHQMYtU-aajQKTYDlx7w__original/img/S3qznhrU6QolTOwZoEDiejv8Zu8=/0x0/filters:format(jpeg)/pic2815278.jpg,22779,2015,1.0789,6.2263,2,5,20,18,2709
1109,172287,Champions of Midgard,champion midgard middleweight vikingtheme worker placement game dice roll player leader vike clan travel embattle vike harbor town help defend threat troll draugr mythological norse beast defeat epic creature player gain glory favor god game end player earn glory earn title jarl recognize champion midgardplace worker allow collection resource warrior player send journey neighboring village sea defeat monster gain glory need victory resource carve rune build ship feed follower vike warrior custom dice battle myriad enemy town face,14474,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__original/img/iEgr80D4UtP0x_WQUYSB60JwGJ0=/0x0/filters:format(jpeg)/pic2869714.jpg,20738,2015,2.5909,7.76217,2,4,90,10,108
1110,172308,Broom Service,score victory point deliver potion broom service magical realmbroom service cardbased game combine luck skill balance timely bluffing clever hand managementremake awardwinne witch brew     new theme   type role witch druid gatherer     drizzelda weather fairy help chase away bad weather     new illustration game piece     style play game designer witchrsquo brew     new version include player versionthe game play   round   turn round round player simultaneously select     role card turn play role time role brave action cowardly action brave action strong risky player steal action later cowardly action safe robust bluff opponentsuse gatherer role collect ingredient potion witch role zoom broom different area witch druid role deliver potion collect victory point chase away lightning cloud help weather fairy eye event card change game play event roundthe winner player victory point   round complete endofgame bonus point award,8676,https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__original/img/kjg4hSkTE2a8MKlkZNgTGqfKqgc=/0x0/filters:format(jpeg)/pic2546156.jpg,14088,2015,2.4089,7.18252,2,5,75,10,517
1111,172381,My Village,new chapter open village chronicle standalone game player charge village control entire fate know place character conjoin new mechanism gaming experience feel familiar different villagevillage enthusiast recognize core element example lifetime track village chronicle new dice mechanism give new twist dynamic take action   village similar game weight village,2589,https://cf.geekdo-images.com/btcVFa7mq_IVb8sK1S5CGQ__original/img/YiUyfLuPR2Mf2bIfB9qaxgfAxE4=/0x0/filters:format(jpeg)/pic2760567.jpg,5072,2015,3.0978,6.95121,2,4,90,12,1305
1112,172385,Porta Nigra,large roman city north alp late roman empire augusta treverorum found time caesar augustus build generation roman architect emperor residence world city period remain impressive structure visit today foremost great achievement city massive quotporta nigraquot large roman city gate locate tri germany date nd centurythe game porta nigra translate quotblack gatequot set place time player take role roman architect work city gate porta nigra player command master builder move circular track game board enable buy build master builder locate move master builder farth location track expensive player plan movement build carefully number type action perform turn come card personal draw deckbuilding erect physically location city d building piece,2085,https://cf.geekdo-images.com/Cp53m9m-BxT8cpJZVMFNhg__original/img/toLyBemUjFOUPvG5fnXq02L2BJA=/0x0/filters:format(jpeg)/pic3060256.jpg,3981,2015,2.9902,7.18662,2,4,120,12,1179
1113,172386,Mombasa,mombasa player acquire share chartered company base mombasa cape town saintlouis cairo spread trading post african continent order earn moneyquota expect east african company network trading post spread far west able expand couple diamond mine reasonable invest recent yield mombasa continue unrivalled commitment cape town advantage iron fire day reckoning come hoarding holding intransigent eagerness worth itquotmombasa tense eurostyle strategy game set th century africa player invest charter company influence help expand continent improve value player share company player trade banana coffee cotton work diamond merchant ensure account keep date need correct action card hand time need excellent forward planningmombasa feature unique rotatingdisplay handmechanism drive game play player start identical hand acquire new powerful card rotate display game round player choose action card hand place face socalled action slot beneath player board reveal simultaneously carry action end action phase card move socalled resting slot player board card resting slot inactive recover   round return card resting slot difference action slot certain card placedthe game end seven round player add score different category player high score earn money win game variety path victory doublesided company board game new different challenge,11573,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__original/img/8lLnp9nod-NhjaoUobcZ3vvb7Mg=/0x0/filters:format(jpeg)/pic2611318.jpg,13610,2015,3.8961,7.87597,2,4,150,12,89
1114,172818,Above and Below,village ransack barbarian barely time pick baby favorite fishing pole start burning pillaging wander cruel desert brave frozen peak paddle log rough sea kicking shark get close baby strap tightly backthen find perfect place new home soon hut build discover vast network cavern underground brim shiny treasure rare resource untold adventure limit new village surface immediately start organize expedition build house underground surfacewith luck ll build village strong strong turn away barbarian time come knockingabove mashup townbuilding storytelle friend compete build good village ground game send villager perform job like explore cave harvesting resource construct house villager unique skill ability decide well use personal village board slide villager board area indicate ve give job send hanna expedition cave instead spend time teach important skill young villagersa great cavern lie surface ready explore storytelling come send group villager explore depth friend read happen book paragraph ll give choice react lot depend villager bring expedition willing sacrifice succeed book paragraph pack encounter amazing adventure randomly choose time visit cavernat end game player welldevelope village winsthe kickstarter version game include follow item find retail version      villager tool token      lose villager      swamp villager      exclusive stretch goal      creature villager      quest token      underforest token pdf story book      desert labyrinth token pdf story book       wooden goodsthis collection item find expand edition exclusive,13768,https://cf.geekdo-images.com/U0wpvRmBe65e4vwGf0Jbpg__original/img/gIlpowYQ7XzumYO0jZyVldxosBA=/0x0/filters:format(jpeg)/pic2398773.jpg,21303,2015,2.5255,7.40429,2,4,90,13,280
1115,172931,Outfoxed!,game description publishermrs plumpert prize pot pie go miss chicken chase crack casein outfox board gather clue use special evidence scanner rule suspect work quickly guilty fox hightail exit halt hungry hooligan fly coop mdash outfoxed,2849,https://cf.geekdo-images.com/v0FCI-wY8YlPn39XKd3F8w__original/img/vppUmOYk1ZFqprmgN_1-htcXa-s=/0x0/filters:format(jpeg)/pic2401324.jpg,5878,2014,1.1395,7.18751,2,4,20,5,1042
1116,172933,Dragonwood,game description publisherdare enter dragonwood deep heart mythical forest lurk angry ogre giggle goblin famed fearsome firebreather themselvesin dragonwood collect set adventurer card earn dice use roll foe stomp fire ant scream grumpy troll strike menacing orange dragon magical silver sword choose strategy carefully landscape dragonwood everchange brave overcome odd emerge victoriousgameplayon turn player draw card attempt capture creature enhancement   player draw adventurer deck contain card   different color number    card player form combination attempt strike card row color stomp card number scream card color capture player roll number dice equal number card particular combination creature different minimum value strike stomp scream need capture victory point   game include sixside dice side         reduce extremely lucky outcome   dragonwood deck   card   display landscape time   addition creature deck enhancement capture way creature assist player capture creature contain event impact play   dragon defeat game player victory point win   good strategy small creature save large attack   grab enhancement hope pay immediately creature   chance roll sure thing   time play dragonwood deck different game,3463,https://cf.geekdo-images.com/npY6grU545xPiRkCAmcdSA__original/img/3lPDU2ddpvUiFtJps48n1V4_aIY=/0x0/filters:format(jpeg)/pic2401338.jpg,8301,2015,1.3855,6.64722,2,4,20,8,1766
1117,173064,Leaving Earth,year    mankind stand dawn new age space age fly bomb yesteryear rocket ship tomorrow   director national space program country depend success great contest   create artificial satellite send probe planet man moonleave earth game planning manage risk   single grand journey outer space claim victory game   consequently job plan journey carefully find cheap quick safe way reach objectivemdashbut spend long prepare nation reach goal youon turn conduct research building spacecraft direct journey outer space conduct research buy advancement begin certain flaw test advancement find eliminate flaw   build spacecraft purchase component assemble travel outer space expend rocket maneuver location,2535,https://cf.geekdo-images.com/rpjQ2X1g2fau-VsgAYvo2A__original/img/PA_s9w-JeySUq-2DvbAOnZ9Sl30=/0x0/filters:format(jpeg)/pic2624698.jpg,4974,2015,3.7251,7.78072,1,5,180,15,583
1118,173090,The Game,player game try discard   card deck discard pile order win need right wayseach player start   card hand depend number player discard pile prompt card table show quotquot arrow show quotquot arrow turn player discard card hand discard pile card   pile place ascend order card   pile place descend order tricky aspect game play card exactly   higherlower card discard pile normally play descendingascende order eg   discard pile top   play card low   play player finish turn refill hand deck play player reveal exact number hand warn play certain discard pile play suggestionsonce deck empty player require play card turn play   card win good rule suggest play card turn increase challenge,9228,https://cf.geekdo-images.com/g4pn1ieUKfIhERl5Ym6joQ__original/img/ZcwvBXraym0wfre1sm9t1d44BBA=/0x0/filters:format(png)/pic4203279.png,14748,2015,1.2476,6.70938,1,5,20,8,1067
1119,173101,Council of 4,empire form kingdom live era wealth prosperity kingdom govern council noble member influential family sit council lead kingdomsthe player hold role rich merchant seek obtain permit build emporium inside city kingdom take permit open emporium good place famous merchant win game pay attention emperor ally allow build permitson turn player perform different action main action corrupt council represent slide pawn represent noble corrupt councilor kingdom player get permit card instant endgame benefit possibility build emporium specific city action play permission card build emporium emporium earn player special benefit space build activate connect emporium chain effect corrupt emperorrsquos council allow player build emporium permission card player change composition councilthere different way earn point build connected emporium city award point build emporium city area board fast complete area point earn nobilityrsquos trackobtain permit pointsmoreover board modular possible combination,2560,https://cf.geekdo-images.com/1PVwotn_MXzaG8aRWJBwLw__original/img/FS68rLI2D1N9rWwC-L8Iijx_6Ck=/0x0/filters:format(png)/pic3252438.png,3763,2015,2.5663,7.18179,2,4,75,10,1069
